,Area Name,Lat,Lon,place_id,addr_1,addr-2,Confidence,Municipality,Suburb_geoapify,bbox_lat1,bbox_lat2,bbox_lon1,bbox_lon2
144,Kew,-37.8033586,145.0333285,51cb30ee061121624059edfa6074d4e642c0f00101f901ee5f240000000000c00205,Kew,Kew,1.0,City of Boroondara,Kew,-37.817373,-37.785572,144.999264,145.06252
145,Kew East,-37.7904215,145.0527906,512991e975b02162405913471e882ce542c0f00101f901d25f240000000000c00205,Kew East,Kew East,1.0,City of Boroondara,Kew East,-37.801191,-37.779864,145.037185,145.064977
146,Keysborough,-38.0053607,145.1674069,51fe13b7655b256240598297cfa8af0043c0f00101f9018ff3240000000000c00205,Keysborough,Keysborough,1.0,City of Greater Dandenong,Keysborough,-38.032846,-37.979907,145.137298,145.194741
147,Kilsyth,-37.8037844,145.3134593,511144ccdb072a6240597a843f68e2e642c0f00101f901fec8240000000000c00205,Kilsyth,Kilsyth,1.0,Shire of Yarra Ranges,Kilsyth,-37.846636,-37.791727,145.296463,145.339921
148,Kings Park,-37.7337122,144.7719526,51fd61f0d5b3186240598ed60748eadd42c0f00101f9018efb240000000000c00205,Kings Park,Kings Park,1.0,City of Brimbank,Kings Park,-37.741953,-37.725558,144.762394,144.782007
149,Kingsbury,-37.715569,145.0355601,515c51ef4e23216240590684d6c397db42c0f00101f901d05f240000000000c00205,Kingsbury,Kingsbury,1.0,City of Darebin,Kingsbury,-37.721969,-37.711998,145.021993,145.045128
150,Knoxfield,-37.8897731,145.2496342,51d29edc00fd2762405926aebe15e4f142c0f00101f901feb6240000000000c00205,Knoxfield,Knoxfield,1.0,City of Knox,Knoxfield,-37.905232,-37.868309,145.232684,145.263178
151,Koo Wee Rup,-38.1990553,145.492854,517d76c075c52f62405938cce1a47a1943c0f00101f901d360250000000000c00207,Melbourne VIC 3981,Melbourne VIC 3981,1.0,Shire of Cardinia,,,,,
152,Lalor,-37.662922,145.003955,51fb743c66202062405943e6caa0dad442c0f00101f901f386240000000000c00205,Lalor,Lalor,1.0,City of Whittlesea,Lalor,-37.677241,-37.654733,144.972121,145.045351
153,Langwarrin,-38.1545829,145.1973931,51989e550b5126624059ab025a5fc91343c0f00101f9014617250000000000c00205,Langwarrin,Langwarrin,1.0,City of Frankston,Langwarrin,-38.184924,-38.123558,145.161268,145.229538
154,Laverton,-37.8593822,144.7671404,51172e066a8c18624059dce1653c00ee42c0f00101f90171f9240000000000c00205,Laverton,Laverton,1.0,City of Hobsons Bay,Laverton,-37.869798,-37.844172,144.750444,144.785132
155,Lilydale,-37.7576639,145.352405,514dbed9e6462b6240590eee7321fbe042c0f00101f9015df9240000000000c00205,Lilydale,Lilydale,1.0,Shire of Yarra Ranges,Lilydale,-37.797088,-37.726472,145.329938,145.413302
