,Unnamed: 0,Area Name,Total 2016,Total 2021,Total 2026,Total 2031,Total 2036,GCCSA,Total Growth,Total Growth %,Lat,Lon,place_id,addr_1,addr-2,Confidence,Municipality,Suburb_geoapify,bbox_lat1,bbox_lat2,bbox_lon1,bbox_lon2
70,1036.0,Cranbourne South,9116.0,16849.0,28663.0,41613.0,54603.0,2GMEL,45487.0,4.989798157,-38.1577683,145.2624214,51a85890c165286240593a6c6cc0311443c0f00101f901530a250000000000c00205,Cranbourne South,Cranbourne South,1.0,City of Casey,Cranbourne South,-38.176717,-38.121693,145.221735,145.291248
71,1037.0,Cranbourne West,15685.0,21371.0,25296.0,27530.0,29026.0,2GMEL,13341.0,0.8505578579999999,-38.102241,145.2517182,51db9953130e28624059b9a7ab3b160d43c0f00101f901480a250000000000c00205,Cranbourne West,Cranbourne West,1.0,City of Casey,Cranbourne West,-38.124051,-38.077657,145.230532,145.271095
72,994.0,Croydon Hills,18752.0,19046.0,19403.0,19842.0,20361.0,2GMEL,1609.0,0.085804181,-37.7759541,145.2671081,51e53f49268c286240593b59c57652e342c0f00101f9014ba0240000000000c00205,Croydon Hills,Croydon Hills,1.0,City of Maroondah,Croydon Hills,-37.78357,-37.765171,145.256054,145.276174
73,,Croydon,53137.0,55974.0,58824.0,61916.0,65291.0,2GMEL,12154.0,0.22872951100000002,-37.796309,145.2806024,51bb65e2b1fa2862405957410c74ede542c0f00101f901b4ac240000000000c00205,Croydon,Croydon,1.0,City of Maroondah,Croydon,-37.81339,-37.769276,145.254159,145.308843
74,1045.0,Dandenong,32700.0,36325.0,40750.0,45551.0,50674.0,2GMEL,17974.0,0.549663609,-37.98749,145.2147923,51d8fd1994df266240594390831266fe42c0f00101f901d8f2240000000000c00205,Dandenong,Dandenong,1.0,City of Greater Dandenong,Dandenong,-38.003548,-37.967644,145.192098,145.235681
75,1046.0,Dandenong North,23684.0,24230.0,24732.0,25331.0,25999.0,2GMEL,2315.0,0.09774531300000001,-37.9558319,145.2143234,519038bfbcdb266240599d7c1fb358fa42c0f00101f901d7f2240000000000c00205,Dandenong North,Dandenong North,1.0,City of Greater Dandenong,Dandenong North,-37.972348,-37.937793,145.194896,145.234184
76,1065.0,Deer Park,27536.0,29012.0,29707.0,30253.0,30748.0,2GMEL,3212.0,0.11664729800000001,-37.7686602,144.7713077,51e5547c8dae18624059505e1a7563e242c0f00101f90182fb240000000000c00205,Deer Park,Deer Park,1.0,City of Brimbank,Deer Park,-37.784299,-37.74977,144.7547779,144.795284
77,1066.0,Delahey,8841.0,8903.0,8997.0,9155.0,9378.0,2GMEL,537.0,0.060739735,-37.7198138,144.7773228,51ed8d10d4df18624059d01acddb22dc42c0f00101f90183fb240000000000c00205,Delahey,Delahey,1.0,City of Brimbank,Delahey,-37.727964,-37.709728,144.764045,144.793291
78,1047.0,Dingley Village,10611.0,10840.0,11051.0,11270.0,11492.0,2GMEL,881.0,0.083027047,-37.9755762,145.1256478,510ffa884e0524624059c3e050aedffc42c0f00101f9010fc8240000000000c00205,Dingley Village,Dingley Village,1.0,City of Kingston,Dingley Village,-37.990882,-37.959242,145.109249,145.14601
79,115.0,Docklands,11832.0,18970.0,24820.0,27256.0,29157.0,2GMEL,17325.0,1.464249493,-37.8175423,144.9394923,5101eb2752101e6240595ecce039a5e842c0f00101f901ad95240000000000c00205,Docklands,Docklands,1.0,City of Melbourne,Docklands,-37.827023,-37.809249,144.920056,144.955992
80,150.0,Doncaster,21885.0,25778.0,28803.0,31313.0,33158.0,2GMEL,11273.0,0.515101668,-37.7848299,145.1238431,51ba0ace85f62362405923b6604e75e442c0f00101f901756b240000000000c00205,Doncaster,Doncaster,1.0,City of Manningham,Doncaster,-37.798797,-37.767267,145.099654,145.145328
81,,Doncaster East,29924.0,32236.0,34013.0,35642.0,37352.0,2GMEL,7428.0,0.248228846,-37.7788744,145.1638815,516c5d6a843e2562405987d80528b2e342c0f00101f9011678240000000000c00205,Doncaster East,Doncaster East,1.0,City of Manningham,Doncaster East,-37.80249,-37.74912,145.142326,145.184237
82,991.0,Donvale,16715.0,16943.0,17208.0,17526.0,17897.0,2GMEL,1182.0,0.070714927,-37.7898094,145.1914915,51c93ec8b220266240596589737918e542c0f00101f901cf8d240000000000c00205,Donvale,Donvale,1.0,City of Manningham,Donvale,-37.81178,-37.761641,145.167761,145.221305
83,,Park Orchards,8358.0,8472.0,8604.0,8763.0,8949.0,2GMEL,591.0,0.07071069599999999,-37.7756215,145.2162348,513a483e65eb266240598849b89047e342c0f00101f901b98e240000000000c00205,Park Orchards,Park Orchards,1.0,City of Manningham,Park Orchards,-37.792445,-37.759471,145.190376,145.23636
